Вид,Промокод,Операция,Тип,Категория,Дата и время заказа,Месяц,Закупочная стоимость,Скидка в ден. ед.,Скидка в процентах,Сумма,Итоговая сумма
Услуга,42gbcz3638299,Доход,Безнал,Стрижка и укладка,11.06.2021,6,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Обычная стрижка,11.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка и укладка,11.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,11.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,11.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,11.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,11.06.2021,6,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа геля,11.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,11.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,11.06.2021,6,500,0,,1000,1000
Товар,,Доход,Наличные,Продажа геля,11.06.2021,6,150,0,,300,300
Товар,,Расход,Безнал,Прочие расходы,11.06.2021,6,150,,,300,300
Услуга,,Доход,Наличные,Обычная стрижка,11.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,11.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Прочие расходы,11.06.2021,6,150,,,300,300
Товар,42gbcz749732,Доход,Безнал,Продажа шампуня и кондиционера,11.06.2021,6,500,150,"0,15",1000,850
Товар,,Расход,Безнал,Закупка резинок,11.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,11.06.2021,6,0,0,,5500,5500
Услуга,42gbcz1983291,Доход,Безнал,Стрижка старшего мастера,11.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Стрижка старшего мастера,11.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,11.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,12.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Обычная стрижка,12.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2190807,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,825,"0,15",5500,4675
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,12.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Наличные,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Товар,,Расход,Наличные,Закупка резинок,12.06.2021,6,250,,,500,500
Товар,,Расход,Безнал,Закупка полотенец,12.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Товар,,Расход,Безнал,Прочие расходы,12.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,12.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Услуга,42gbcz1063849,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,675,"0,15",4500,3825
Товар,,Расход,Безнал,Закупка полотенец,12.06.2021,6,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,12.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка резинок,12.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,12.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,12.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,12.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,12.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,13.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,13.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Товар,,Расход,Безнал,Закупка резинок,13.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,13.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,13.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,13.06.2021,6,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,13.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,13.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,13.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа геля,13.06.2021,6,150,0,,300,300
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,13.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,13.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,13.06.2021,6,0,0,,4500,4500
Товар,,Расход,Наличные,Прочие расходы,13.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Услуга,42gbcz139161,Доход,Безнал,Стрижка старшего мастера,13.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Наличные,Обычная стрижка,13.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа геля,13.06.2021,6,150,0,,300,300
Товар,,Расход,Наличные,Закупка полотенец,13.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,13.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,13.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка и укладка,13.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Прочие расходы,13.06.2021,6,150,0,,300,300
Товар,,Расход,Безнал,Прочие расходы,13.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,13.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,14.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,14.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка и укладка,14.06.2021,6,0,0,,4500,4500
Товар,,Доход,Наличные,Продажа шампуня,14.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,14.06.2021,6,0,0,,4500,4500
Товар,,Расход,Наличные,Закупка резинок,14.06.2021,6,250,0,,500,500
Товар,,Доход,Безнал,Продажа геля,14.06.2021,6,150,0,,300,300
Товар,,Расход,Наличные,Закупка полотенец,14.06.2021,6,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня,14.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,14.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,14.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,14.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Прочие расходы,14.06.2021,6,150,0,,300,300
Товар,,Расход,Безнал,Закупка резинок,14.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,14.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,14.06.2021,6,0,0,,4500,4500
Товар,,Доход,Наличные,Продажа шампуня,14.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,14.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,14.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка старшего мастера,14.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Обычная стрижка,14.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа геля,14.06.2021,6,150,0,,300,300
Товар,42gbcz1531983,Доход,Безнал,Продажа шампуня и кондиционера,14.06.2021,6,500,150,"0,15",1000,850
Товар,,Доход,Безнал,Продажа геля,14.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка старшего мастера,14.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,14.06.2021,6,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,14.06.2021,6,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня,14.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,14.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,14.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,15.06.2021,6,250,0,,500,500
Услуга,,Доход,Наличные,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа геля,15.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Товар,,Расход,Наличные,Прочие расходы,15.06.2021,6,150,,,300,300
Услуга,42gbcz1899417,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Товар,,Доход,Наличные,Продажа геля,15.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,15.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,15.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,15.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,15.06.2021,6,0,0,,4500,4500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Расход,Безнал,Зарплата,15.06.2021,6,0,0,,82500,82500
Услуга,,Доход,Безнал,Обычная стрижка,16.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня,16.06.2021,6,250,0,,500,500
Услуга,42gbcz2052640,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,16.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,16.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,16.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,0,,5500,5500
Товар,,Расход,Наличные,Закупка полотенец,16.06.2021,6,500,0,,1000,1000
Товар,,Расход,Наличные,Прочие расходы,16.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Услуга,42gbcz3594236,Доход,Наличные,Обычная стрижка,16.06.2021,6,0,525,"0,15",3500,2975
Услуга,42gbcz2600902,Доход,Безнал,Обычная стрижка,16.06.2021,6,0,525,"0,15",3500,2975
Услуга,,Доход,Наличные,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Услуга,42gbcz2371026,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,825,"0,15",5500,4675
Услуга,42gbcz648174,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,825,"0,15",5500,4675
Товар,,Доход,Безнал,Продажа геля,16.06.2021,6,150,0,,300,300
Товар,,Доход,Безнал,Продажа шампуня,16.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,16.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,16.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,16.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка и укладка,16.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,16.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня,16.06.2021,6,250,0,,500,500
Товар,,Расход,Безнал,Прочие расходы,16.06.2021,6,150,0,,300,300
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,17.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Прочие расходы,17.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,17.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,0,,5500,5500
Услуга,42gbcz1824018,Доход,Безнал,Стрижка и укладка,17.06.2021,6,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Стрижка и укладка,17.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2275761,Доход,Безнал,Стрижка и укладка,17.06.2021,6,0,675,"0,15",4500,3825
Услуга,42gbcz1886457,Доход,Безнал,Стрижка и укладка,17.06.2021,6,0,675,"0,15",4500,3825
Товар,,Доход,Безнал,Продажа шампуня,17.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Услуга,42gbcz2671723,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,550,"0,1",5500,4950
Товар,,Доход,Безнал,Продажа шампуня,17.06.2021,6,250,0,,500,500
Услуга,42gbcz1938051,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,550,"0,1",5500,4950
Услуга,42gbcz3189003,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,350,"0,1",3500,3150
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,17.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,17.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка резинок,17.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,17.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,17.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,17.06.2021,6,0,0,,3500,3500
Товар,42gbcz448440,Доход,Безнал,Продажа геля,17.06.2021,6,150,45,"0,15",300,255
Услуга,42gbcz1279299,Доход,Безнал,Стрижка старшего мастера,17.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Обычная стрижка,18.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Прочие расходы,18.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Обычная стрижка,18.06.2021,6,0,0,,3500,3500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,18.06.2021,6,500,0,,1000,1000
Товар,,Расход,Безнал,Закупка резинок,18.06.2021,6,250,,,500,500
Услуга,42gbcz2933929,Доход,Безнал,Стрижка и укладка,18.06.2021,6,0,675,"0,15",4500,3825
Товар,,Расход,Наличные,Прочие расходы,18.06.2021,6,150,0,,300,300
Услуга,,Доход,Безнал,Стрижка и укладка,18.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,18.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,18.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.06.2021,6,0,0,,5500,5500
Услуга,42gbcz1270766,Доход,Безнал,Обычная стрижка,18.06.2021,6,0,525,"0,15",3500,2975
Товар,,Доход,Безнал,Продажа шампуня,18.06.2021,6,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,18.06.2021,6,500,0,,1000,1000
Товар,,Доход,Безнал,Продажа шампуня,18.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Обычная стрижка,18.06.2021,6,0,0,,3500,3500
Услуга,42gbcz3099569,Доход,Безнал,Обычная стрижка,18.06.2021,6,0,525,"0,15",3500,2975
Услуга,42gbcz432984,Доход,Безнал,Стрижка и укладка,18.06.2021,6,0,675,"0,15",4500,3825
Товар,,Расход,Безнал,Закупка полотенец,18.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,18.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.06.2021,6,0,0,,5500,5500
Услуга,42gbcz1651516,Доход,Безнал,Обычная стрижка,18.06.2021,6,0,525,"0,15",3500,2975
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,18.06.2021,6,250,0,,500,500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,18.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,18.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня,18.06.2021,6,250,0,,500,500
Услуга,42gbcz363404,Доход,Безнал,Стрижка и укладка,18.06.2021,6,0,675,"0,15",4500,3825
Товар,,Доход,Безнал,Продажа шампуня,18.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.06.2021,6,0,0,,5500,5500
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,19.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,19.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,19.06.2021,6,0,0,,3500,3500
Товар,,Доход,Наличные,Продажа шампуня и кондиционера,19.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Стрижка и укладка,19.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,19.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,19.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2888620,Доход,Безнал,Обычная стрижка,19.06.2021,6,0,525,"0,15",3500,2975
Товар,,Доход,Безнал,Продажа шампуня,19.06.2021,6,250,0,,500,500
Услуга,42gbcz789185,Доход,Безнал,Обычная стрижка,19.06.2021,6,0,525,"0,15",3500,2975
Услуга,42gbcz3051081,Доход,Безнал,Обычная стрижка,19.06.2021,6,0,525,"0,15",3500,2975
Товар,,Расход,Безнал,Прочие расходы,19.06.2021,6,150,0,,300,300
Товар,,Доход,Безнал,Продажа шампуня,19.06.2021,6,250,0,,500,500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,19.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,19.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка резинок,19.06.2021,6,250,0,,500,500
Товар,,Доход,Безнал,Продажа шампуня,19.06.2021,6,250,0,,500,500
Товар,,Доход,Наличные,Продажа геля,19.06.2021,6,150,0,,300,300
Товар,,Расход,Безнал,Закупка резинок,19.06.2021,6,250,0,,500,500
Услуга,,Доход,Безнал,Стрижка и укладка,19.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,19.06.2021,6,0,0,,4500,4500
Товар,,Доход,Безнал,Продажа шампуня,19.06.2021,6,250,0,,500,500
Услуга,,Доход,Наличные,Стрижка старшего мастера,19.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,19.06.2021,6,0,0,,4500,4500
Товар,,Расход,Безнал,Закупка резинок,19.06.2021,6,250,0,,500,500
Товар,,Доход,Наличные,Продажа геля,19.06.2021,6,150,0,,300,300
Услуга,42gbcz3020020,Доход,Безнал,Стрижка старшего мастера,19.06.2021,6,0,825,"0,15",5500,4675
Товар,,Расход,Безнал,Закупка резинок,20.06.2021,6,250,0,,500,500
Товар,,Расход,Безнал,Закупка полотенец,20.06.2021,6,500,,,1000,1000
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Наличные,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,42gbcz2683934,Доход,Безнал,Стрижка и укладка,20.06.2021,6,0,675,"0,15",4500,3825
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Расход,Безнал,Рекламный бюджет,10.06.2021,6,0,0,,50000,50000
Услуга,,Доход,Безнал,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Услуга,42gbcz2621644,Доход,Наличные,Стрижка старшего мастера,20.06.2021,6,0,825,"0,15",5500,4675
Услуга,,Доход,Безнал,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Безнал,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Наличные,Стрижка и укладка,20.06.2021,6,0,0,,4500,4500
Услуга,,Доход,Безнал,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Услуга,,Доход,Безнал,Стрижка старшего мастера,20.06.2021,6,0,0,,5500,5500
Услуга,,Доход,Наличные,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Товар,,Расход,Безнал,Закупка полотенец,20.06.2021,6,500,,,1000,1000
Товар,,Расход,Безнал,Закупка полотенец,20.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Безнал,Обычная стрижка,20.06.2021,6,0,0,,3500,3500
Услуга,42gbcz911625,Доход,Наличные,Стрижка старшего мастера,21.06.2021,6,0,825,"0,15",5500,4675
Услуга,42gbcz1021196,Доход,Безнал,Обычная стрижка,21.06.2021,6,0,350,"0,1",3500,3150
Услуга,,Доход,Безнал,Стрижка старшего мастера,21.06.2021,6,0,0,,5500,5500
Товар,,Доход,Безнал,Продажа шампуня и кондиционера,21.06.2021,6,500,0,,1000,1000
Услуга,,Доход,Наличные,Обычная стрижка,21.06.2021,6,0,0,,3500,3500
